game,unique states after 1000 moves
370,933
371,909
372,910
373,912
374,932
375,908
376,916
377,906
378,913
379,897
380,902
381,901
382,925
383,904
384,893
385,919
386,909
387,926
388,903
389,920
390,919
391,898
392,899
393,901
394,869
395,888
396,918
397,905
398,884
399,876
400,909
401,859
402,898
403,903
404,917
405,915
406,906
407,904
408,907
409,916
410,908
411,924
412,919
413,904
414,933
415,905
416,923
417,916
418,882
419,909
420,919
421,915
422,898
423,924
424,914
425,915
426,924
427,872
428,911
429,945
430,929
431,915
432,922
433,889
434,905
435,913
436,915
437,913
438,918
439,928
440,919
441,926
442,915
443,921
444,907
445,925
446,886
447,891
448,910
449,903
450,884
451,921
452,913
453,866
454,905
455,881
456,898
457,892
458,878
459,894
460,915
461,903
462,895
463,874
464,908
465,902
466,898
467,865
468,916
469,909
470,886
471,907
472,898
473,891
474,906
475,866
476,896
477,895
478,920
479,882
480,898
481,906
482,913
483,911
484,899
485,903
486,912
487,911
488,906
489,907
490,900
491,904
492,906
493,921
494,912
495,925
496,902
497,924
498,925
499,921
500,924
501,892
502,922
503,921
504,920
505,911
506,915
507,938
508,920
509,922
510,923
511,911
512,910
513,912
514,916
515,901
516,922
517,914
518,891
519,923
520,908
521,912
522,917
523,892
524,918
525,900
526,908
527,916
528,913
529,897
530,933
531,910
532,903
533,912
534,907
535,915
536,892
537,904
538,890
539,915
540,918
541,909
542,916
543,902
544,903
545,920
546,917
547,901
548,896
549,926
550,883
551,874
552,909
553,916
554,910
555,894
556,902
557,902
558,916
559,915
560,920
561,912
562,937
563,900
564,863
565,912
566,914
567,905
568,929
569,921
570,911
571,913
572,915
573,920
574,899
575,922
576,895
577,894
578,918
579,916
580,913
581,908
582,906
583,908
584,913
585,929
586,901
587,926
588,913
589,930
590,917
591,902
592,898
593,942
594,912
595,910
596,923
597,926
598,939
599,917
600,927
601,928
602,926
603,927
604,886
605,906
606,890
607,922
608,910
609,906
610,926
611,902
612,924
613,923
614,897
615,906
616,914
617,903
618,916
619,915
620,914
621,919
622,916
623,933
624,915
625,931
626,929
627,917
628,913
629,914
630,905
631,920
632,880
633,888
634,869
635,925
636,896
637,908
638,916
639,927
640,904
641,906
642,877
643,866
644,910
645,901
646,910
647,895
648,909
649,898
650,884
651,852
652,893
653,897
654,880
655,905
656,916
657,910
658,920
659,917
660,926
661,916
662,920
663,908
664,928
665,919
666,910
667,929
668,911
669,923
670,919
671,926
672,904
673,924
674,916
675,929
676,930
677,913
678,897
679,848
680,884
681,909
682,900
683,903
684,903
685,894
686,894
687,900
688,916
689,904
690,910
691,927
692,892
693,904
694,889
695,937
696,915
697,903
698,923
699,918
700,912
701,916
702,915
703,885
704,896
705,932
706,931
707,896
708,918
709,916
710,919
711,919
712,918
713,893
714,927
715,914
716,890
717,905
718,907
719,906
720,935
721,910
722,889
723,873
724,904
725,891
726,911
727,912
728,926
729,917
730,921
731,927
732,925
733,910
734,916
735,915
736,901
737,820
738,865
739,895
740,907
741,889
742,909
743,897
744,862
745,897
746,899
747,886
748,906
749,903
750,902
751,906
752,926
753,927
754,909
755,916
756,904
757,917
758,901
759,901
760,889
761,849
762,896
763,914
764,908
765,914
766,898
767,910
768,870
769,898
770,927
771,920
772,904
773,902
774,909
775,919
776,892
777,900
778,923
779,908
780,918
781,902
782,929
783,918
784,932
785,914
786,903
787,897
788,912
789,929
790,906
791,864
792,885
793,897
794,920
795,919
796,930
797,924
798,904
799,915
800,867
801,923
802,913
803,927
804,927
805,911
806,931
807,915
808,912
809,899
810,923
811,903
812,923
813,902
814,919
815,918
816,890
817,914
818,899
819,933
820,880
821,902
822,917
823,928
824,909
825,916
826,919
827,922
828,929
829,924
830,896
831,910
832,899
833,886
834,913
835,899
836,915
837,914
838,937
839,912
840,924
841,916
842,916
843,915
844,919
845,911
846,914
847,912
848,945
849,919
850,928
851,922
852,942
853,914
854,928
855,912
856,912
857,922
858,920
859,919
860,914
861,913
862,916
863,914
864,903
865,914
866,907
867,908
868,902
869,890
870,906
871,893
872,912
873,920
874,917
875,916
876,921
877,915
878,926
879,932
880,914
881,928
882,906
883,915
884,920
885,912
886,927
887,890
888,914
889,893
890,919
891,912
892,929
893,907
894,900
895,899
896,929
897,914
898,914
899,877
900,860
901,865
902,905
903,905
904,902
905,904
906,891
907,887
908,919
909,917
910,896
911,910
912,910
913,862
914,905
915,913
916,892
917,895
918,907
919,882
920,900
921,887
922,912
923,894
924,882
925,908
926,855
927,920
928,907
929,886
930,900
931,883
932,912
933,895
934,893
935,893
936,885
937,896
938,879
939,896
940,876
941,882
942,903
943,914
944,908
945,877
946,877
947,884
948,875
949,884
950,912
951,898
952,892
953,894
954,894
955,907
956,898
957,922
958,884
959,913
960,879
961,902
962,915
963,908
964,896
965,902
966,867
967,879
968,879
969,909
970,905
971,926
972,902
973,894
974,897
975,896
976,897
977,869
978,896
979,874
980,884
981,900
982,906
983,897
984,896
985,895
986,857
987,892
988,923
989,881
990,900
991,903
992,912
993,894
994,900
995,903
996,909
997,878
998,907
999,896
