game,unique states after 1000 moves
337,939
338,943
339,957
340,943
341,930
342,950
343,923
344,946
345,940
346,936
347,952
348,946
349,941
350,948
351,935
352,944
353,933
354,946
355,954
356,942
357,953
358,965
359,963
360,933
361,951
362,945
363,950
364,957
365,954
366,931
367,947
368,958
369,930
370,945
371,948
372,955
373,934
374,943
375,942
376,955
377,944
378,951
379,939
380,959
381,950
382,948
383,943
384,942
385,942
386,947
387,938
388,947
389,940
390,942
391,949
392,953
393,948
394,937
395,958
396,946
397,948
398,951
399,934
400,958
401,944
402,950
403,937
404,935
405,944
406,937
407,939
408,939
409,944
410,928
411,943
412,938
413,935
414,952
415,937
416,962
417,952
418,926
419,936
420,938
421,938
422,947
423,946
424,943
425,951
426,955
427,930
428,948
429,951
430,939
431,934
432,935
433,953
434,929
435,949
436,959
437,920
438,938
439,943
440,935
441,956
442,945
443,949
444,937
445,942
446,932
447,953
448,940
449,955
450,941
451,938
452,932
453,920
454,944
455,939
456,944
457,948
458,935
459,943
460,953
461,956
462,940
463,937
464,936
465,924
466,937
467,940
468,955
469,932
470,955
471,937
472,941
473,947
474,942
475,952
476,943
477,930
478,918
479,940
480,957
481,951
482,905
483,930
484,949
485,928
486,920
487,936
488,944
489,936
490,937
491,931
492,931
493,944
494,946
495,952
496,950
497,947
498,955
499,946
500,954
501,931
502,924
503,956
504,950
505,944
506,935
507,947
508,926
509,931
510,938
511,946
512,948
513,949
514,962
515,957
516,961
517,960
518,934
519,946
520,949
521,938
522,945
523,928
524,951
525,946
526,934
527,936
528,937
529,944
530,956
531,944
532,942
533,951
534,940
535,938
536,946
537,931
538,923
539,948
540,932
541,945
542,923
543,946
544,927
545,926
546,949
547,934
548,941
549,938
550,941
551,944
552,944
553,937
554,942
555,914
556,910
557,933
558,922
559,941
560,950
561,939
562,945
563,938
564,944
565,932
566,922
567,941
568,937
569,943
570,937
571,938
572,947
573,937
574,954
575,925
576,944
577,956
578,944
579,941
580,945
581,958
582,938
583,928
584,942
585,928
586,918
587,943
588,926
589,941
590,942
591,940
592,938
593,947
594,943
595,954
596,938
597,938
598,943
599,941
600,934
601,959
602,939
603,942
604,947
605,946
606,940
607,953
608,940
609,948
610,953
611,941
612,956
613,948
614,932
615,918
616,956
617,929
618,932
619,952
620,937
621,937
622,951
623,948
624,937
625,912
626,946
627,942
628,939
629,928
630,959
631,957
632,949
633,946
634,947
635,934
636,919
637,955
638,958
639,937
640,932
641,940
642,945
643,947
644,952
645,940
646,952
647,948
648,953
649,931
650,942
651,926
652,934
653,940
654,926
655,936
656,950
657,938
658,940
659,950
660,952
661,923
662,947
663,950
664,931
665,941
666,922
667,935
668,925
669,934
670,935
671,945
672,961
673,933
674,933
675,942
676,937
677,953
678,939
679,926
680,929
681,946
682,919
683,940
684,924
685,945
686,934
687,942
688,941
689,947
690,926
691,943
692,948
693,942
694,936
695,926
696,931
697,937
698,945
699,941
700,953
701,943
702,934
703,938
704,943
705,950
706,948
707,954
708,938
709,948
710,951
711,950
712,955
713,941
714,928
715,942
716,934
717,948
718,941
719,955
720,940
721,929
722,958
723,943
724,932
725,944
726,947
727,943
728,948
729,919
730,935
731,933
732,944
733,949
734,950
735,956
736,948
737,953
738,937
739,942
740,948
741,948
742,940
743,942
744,940
745,947
746,948
747,944
748,944
749,926
750,932
751,940
752,945
753,935
754,950
755,952
756,946
757,957
758,946
759,939
760,951
761,966
762,952
763,961
764,941
765,956
766,942
767,932
768,954
769,952
770,947
771,951
772,944
773,952
774,911
775,938
776,955
777,955
778,954
779,938
780,938
781,945
782,937
783,940
784,946
785,924
786,942
787,960
788,951
789,956
790,935
791,948
792,930
793,954
794,930
795,951
796,943
797,964
798,935
799,943
800,947
801,920
802,952
803,944
804,931
805,944
806,955
807,949
808,937
809,934
810,928
811,939
812,947
813,960
814,933
815,923
816,918
817,958
818,959
819,941
820,938
821,915
822,951
823,917
824,930
825,918
826,952
827,938
828,945
829,954
830,960
831,950
832,968
833,947
834,952
835,942
836,943
837,943
838,945
839,930
840,895
841,945
842,936
843,964
844,944
845,960
846,953
847,948
848,934
849,959
850,950
851,947
852,945
853,925
854,941
855,937
856,943
857,947
858,949
859,946
860,961
861,943
862,953
863,942
864,933
865,945
866,943
867,943
868,944
869,946
870,930
871,933
872,945
873,946
874,931
875,951
876,930
877,927
878,935
879,931
880,935
881,948
882,941
883,936
884,939
885,938
886,938
887,949
888,925
889,918
890,940
891,936
892,934
893,952
894,931
895,955
896,957
897,943
898,931
899,946
900,944
901,948
902,926
903,939
904,932
905,939
906,948
907,929
908,940
909,926
910,932
911,947
912,941
913,939
914,948
915,955
916,961
917,944
918,953
919,941
920,951
921,945
922,941
923,950
924,955
925,941
926,932
927,953
928,931
929,921
930,931
931,931
932,938
933,943
934,924
935,938
936,938
937,947
938,933
939,958
940,927
941,925
942,953
943,960
944,951
945,936
946,942
947,936
948,952
949,933
950,940
951,927
952,942
953,937
954,962
955,946
956,943
957,936
958,955
959,939
960,952
961,935
962,935
963,948
964,925
965,953
966,944
967,947
968,938
969,947
970,945
971,929
972,954
973,934
974,942
975,961
976,939
977,937
978,949
979,936
980,950
981,951
982,932
983,943
984,923
985,926
986,938
987,939
988,933
989,924
990,949
991,947
992,959
993,952
994,941
995,933
996,945
997,937
998,932
999,951
