game,unique states after 1000 moves
302,838
303,806
304,806
305,808
306,849
307,838
308,845
309,795
310,826
311,832
312,831
313,782
314,798
315,817
316,841
317,818
318,814
319,789
320,841
321,811
322,825
323,816
324,819
325,818
326,846
327,783
328,806
329,803
330,804
331,820
332,806
333,822
334,828
335,821
336,805
337,819
338,840
339,810
340,612
341,534
342,618
343,823
344,806
345,817
346,563
347,642
348,588
349,743
350,818
351,762
352,787
353,795
354,777
355,836
356,812
357,818
358,815
359,832
360,834
361,819
362,782
363,794
364,828
365,841
366,808
367,814
368,826
369,830
370,824
371,812
372,807
373,795
374,830
375,855
376,834
377,803
378,836
379,811
380,792
381,821
382,769
383,644
384,819
385,667
386,648
387,844
388,830
389,802
390,819
391,840
392,826
393,835
394,829
395,823
396,853
397,790
398,811
399,699
400,700
401,768
402,839
403,837
404,840
405,808
406,812
407,802
408,710
409,844
410,814
411,827
412,780
413,681
414,653
415,815
416,830
417,847
418,820
419,836
420,832
421,815
422,825
423,833
424,821
425,818
426,801
427,818
428,827
429,822
430,776
431,812
432,799
433,845
434,827
435,833
436,824
437,571
438,662
439,753
440,819
441,811
442,796
443,808
444,815
445,793
446,789
447,729
448,584
449,759
450,701
451,849
452,795
453,795
454,801
455,847
456,812
457,827
458,841
459,816
460,792
461,829
462,645
463,829
464,798
465,798
466,814
467,799
468,827
469,813
470,824
471,805
472,849
473,804
474,821
475,825
476,818
477,853
478,821
479,840
480,817
481,822
482,837
483,840
484,655
485,729
486,622
487,646
488,716
489,824
490,849
491,827
492,819
493,807
494,800
495,816
496,827
497,748
498,727
499,819
500,823
501,793
502,820
503,854
504,754
505,832
506,833
507,848
508,823
509,783
510,638
511,704
512,815
513,807
514,842
515,661
516,552
517,748
518,640
519,786
520,824
521,753
522,646
523,654
524,606
525,790
526,839
527,812
528,832
529,825
530,849
531,833
532,737
533,688
534,844
535,821
536,817
537,815
538,847
539,799
540,825
541,840
542,827
543,820
544,800
545,827
546,814
547,864
548,802
549,820
550,831
551,814
552,824
553,785
554,819
555,803
556,803
557,796
558,832
559,694
560,579
561,826
562,810
563,739
564,759
565,807
566,823
567,845
568,793
569,832
570,835
571,801
572,831
573,855
574,819
575,616
576,709
577,842
578,817
579,838
580,829
581,822
582,827
583,849
584,844
585,825
586,821
587,822
588,829
589,839
590,818
591,825
592,826
593,816
594,834
595,784
596,694
597,687
598,425
599,818
600,819
601,812
602,837
603,835
604,838
605,831
606,813
607,607
608,696
609,753
610,833
611,831
612,784
613,821
614,813
615,838
616,810
617,805
618,812
619,813
620,835
621,826
622,833
623,826
624,819
625,830
626,818
627,813
628,862
629,842
630,796
631,822
632,791
633,829
634,801
635,846
636,828
637,815
638,809
639,834
640,834
641,826
642,786
643,802
644,841
645,839
646,758
647,770
648,835
649,769
650,832
651,832
652,810
653,808
654,743
655,719
656,827
657,758
658,850
659,832
660,712
661,825
662,832
663,820
664,829
665,817
666,813
667,844
668,784
669,812
670,843
671,846
672,837
673,823
674,837
675,831
676,790
677,829
678,812
679,823
680,792
681,813
682,810
683,844
684,847
685,827
686,817
687,814
688,838
689,809
690,813
691,818
692,731
693,457
694,522
695,803
696,832
697,837
698,800
699,810
700,797
701,581
702,775
703,836
704,775
705,676
706,833
707,815
708,819
709,844
710,810
711,720
712,655
713,635
714,825
715,760
716,828
717,808
718,803
719,831
720,778
721,809
722,840
723,734
724,617
725,458
726,840
727,797
728,644
729,789
730,773
731,769
732,828
733,828
734,814
735,816
736,823
737,835
738,797
739,824
740,854
741,794
742,789
743,821
744,811
745,852
746,816
747,830
748,793
749,818
750,784
751,706
752,825
753,822
754,765
755,813
756,827
757,796
758,802
759,826
760,773
761,821
762,830
763,778
764,813
765,756
766,825
767,846
768,829
769,817
770,825
771,850
772,801
773,811
774,836
775,820
776,809
777,834
778,816
779,795
780,811
781,836
782,835
783,837
784,830
785,843
786,819
787,828
788,810
789,819
790,844
791,809
792,818
793,837
794,822
795,819
796,791
797,570
798,772
799,828
800,824
801,821
802,835
803,803
804,828
805,782
806,766
807,682
808,642
809,751
810,792
811,818
812,806
813,837
814,814
815,632
816,715
817,801
818,857
819,829
820,821
821,811
822,834
823,811
824,751
825,692
826,469
827,789
828,840
829,818
830,777
831,839
832,794
833,834
834,815
835,828
836,807
837,830
838,832
839,848
840,837
841,773
842,817
843,810
844,809
845,796
846,549
847,631
848,616
849,654
850,796
851,822
852,830
853,834
854,820
855,741
856,823
857,857
858,832
859,850
860,840
861,833
862,842
863,795
864,787
865,804
866,834
867,803
868,832
869,832
870,807
871,814
872,824
873,796
874,780
875,822
876,615
877,613
878,732
879,802
880,816
881,832
882,824
883,804
884,834
885,856
886,831
887,813
888,793
889,810
890,835
891,795
892,842
893,807
894,799
895,827
896,821
897,828
898,824
899,811
900,806
901,813
902,824
903,795
904,814
905,821
906,841
907,797
908,811
909,825
910,806
911,819
912,823
913,871
914,820
915,806
916,860
917,835
918,849
919,830
920,793
921,600
922,673
923,691
924,652
925,605
926,820
927,813
928,825
929,834
930,824
931,851
932,850
933,833
934,834
935,811
936,851
937,816
938,845
939,826
940,853
941,814
942,798
943,837
944,837
945,832
946,809
947,845
948,806
949,841
950,812
951,837
952,815
953,835
954,792
955,821
956,825
957,864
958,839
959,804
960,787
961,790
962,819
963,814
964,698
965,619
966,615
967,747
968,771
969,821
970,802
971,820
972,706
973,835
974,805
975,839
976,794
977,645
978,691
979,638
980,678
981,662
982,666
983,795
984,823
985,818
986,827
987,832
988,820
989,821
990,786
991,844
992,809
993,836
994,827
995,817
996,820
997,824
998,799
999,809
