game,unique states after 1000 moves
828,962
829,964
830,963
831,958
832,961
833,968
834,959
835,965
836,955
837,937
838,943
839,962
840,957
841,955
842,963
843,963
844,960
845,958
846,941
847,951
848,951
849,972
850,955
851,960
852,951
853,969
854,959
855,960
856,958
857,966
858,963
859,957
860,950
861,963
862,970
863,963
864,960
865,953
866,946
867,950
868,941
869,957
870,959
871,964
872,951
873,950
874,970
875,965
876,959
877,959
878,955
879,955
880,947
881,946
882,953
883,962
884,953
885,944
886,950
887,954
888,944
889,950
890,957
891,968
892,947
893,959
894,958
895,957
896,965
897,957
898,951
899,963
900,957
901,952
902,955
903,949
904,956
905,949
906,928
907,945
908,951
909,957
910,948
911,941
912,929
913,954
914,962
915,955
916,960
917,960
918,965
919,948
920,957
921,965
922,955
923,958
924,966
925,960
926,955
927,972
928,959
929,948
930,955
931,952
932,957
933,957
934,950
935,963
936,930
937,930
938,956
939,944
940,946
941,953
942,967
943,961
944,945
945,944
946,965
947,963
948,958
949,965
950,958
951,948
952,965
953,950
954,960
955,970
956,961
957,953
958,951
959,964
960,956
961,943
962,957
963,962
964,968
965,960
966,956
967,966
968,948
969,941
970,951
971,964
972,952
973,952
974,957
975,966
976,964
977,960
978,959
979,953
980,964
981,961
982,980
983,945
984,958
985,960
986,963
987,951
988,958
989,964
990,965
991,959
992,944
993,961
994,962
995,962
996,971
997,958
998,957
999,948
