,size,num_cars,algorithm,solved,lock_limit,moves,time,move_max,car_truck_ratio,HV_ratio,min_exit_distance
0,9,20,Random,Solved,1,22,0.001932,2500,"(3, 1)","(1, 1)",2
1,9,20,No_reverse,Solved,1,2071,0.185208,2500,"(3, 1)","(1, 1)",2
2,9,20,Breadth-first,Solved,1,625,0.283174,2500,"(3, 1)","(1, 1)",2
3,9,20,Depth-first,Unsolved,1,2500,0.230852,2500,"(3, 1)","(1, 1)",2
4,9,21,Random,Solved,1,224,0.021482,2500,"(3, 1)","(1, 1)",2
5,9,21,No_reverse,Solved,1,20,0.002009,2500,"(3, 1)","(1, 1)",2
6,9,21,Breadth-first,Solved,1,963,0.440477,2500,"(3, 1)","(1, 1)",2
7,9,21,Depth-first,Solved,1,117,0.011616,2500,"(3, 1)","(1, 1)",2
8,9,22,Random,Solved,1,335,0.029898,2500,"(3, 1)","(1, 1)",2
9,9,22,No_reverse,Solved,1,400,0.034060,2500,"(3, 1)","(1, 1)",2
10,9,22,Breadth-first,Unsolved,1,2500,1.199682,2500,"(3, 1)","(1, 1)",2
11,9,22,Depth-first,Solved,1,555,0.049234,2500,"(3, 1)","(1, 1)",2
12,9,23,Random,Solved,1,309,0.033508,2500,"(3, 1)","(1, 1)",2
13,9,23,No_reverse,Solved,1,99,0.010723,2500,"(3, 1)","(1, 1)",2
14,9,23,Breadth-first,Solved,1,87,0.038144,2500,"(3, 1)","(1, 1)",2
15,9,23,Depth-first,Solved,1,34,0.003686,2500,"(3, 1)","(1, 1)",2
16,9,24,Random,Solved,1,218,0.020279,2500,"(3, 1)","(1, 1)",2
17,9,24,No_reverse,Solved,1,395,0.035153,2500,"(3, 1)","(1, 1)",2
18,9,24,Breadth-first,Unsolved,1,2500,1.228921,2500,"(3, 1)","(1, 1)",2
19,9,24,Depth-first,Solved,1,1519,0.136506,2500,"(3, 1)","(1, 1)",2
20,9,25,Random,Solved,1,340,0.032368,2500,"(3, 1)","(1, 1)",2
21,9,25,No_reverse,Solved,1,303,0.028000,2500,"(3, 1)","(1, 1)",2
22,9,25,Breadth-first,Unsolved,1,2500,1.245787,2500,"(3, 1)","(1, 1)",2
23,9,25,Depth-first,Solved,1,757,0.068756,2500,"(3, 1)","(1, 1)",2
24,9,26,Random,Solved,1,546,0.055659,2500,"(3, 1)","(1, 1)",2
25,9,26,No_reverse,Unsolved,1,2500,0.258620,2500,"(3, 1)","(1, 1)",2
26,9,26,Breadth-first,Unsolved,1,2500,1.273017,2500,"(3, 1)","(1, 1)",2
27,9,26,Depth-first,Solved,1,1334,0.139194,2500,"(3, 1)","(1, 1)",2
28,9,27,Random,Solved,1,934,0.082230,2500,"(3, 1)","(1, 1)",2
29,9,27,No_reverse,Solved,1,427,0.038387,2500,"(3, 1)","(1, 1)",2
30,9,27,Breadth-first,Unsolved,1,2500,1.308497,2500,"(3, 1)","(1, 1)",2
31,9,27,Depth-first,Solved,1,544,0.049605,2500,"(3, 1)","(1, 1)",2
32,9,28,Random,Solved,1,45,0.004984,2500,"(3, 1)","(1, 1)",2
33,9,28,No_reverse,Solved,1,765,0.081650,2500,"(3, 1)","(1, 1)",2
34,9,28,Breadth-first,Solved,1,1092,0.555076,2500,"(3, 1)","(1, 1)",2
35,9,28,Depth-first,Unsolved,1,2500,0.254598,2500,"(3, 1)","(1, 1)",2
36,9,29,Random,Unsolved,1,2500,0.226604,2500,"(3, 1)","(1, 1)",2
37,9,29,No_reverse,Unsolved,1,2500,0.226591,2500,"(3, 1)","(1, 1)",2
38,9,29,Breadth-first,Unsolved,1,2500,1.395409,2500,"(3, 1)","(1, 1)",2
39,9,29,Depth-first,Unsolved,1,2500,0.222512,2500,"(3, 1)","(1, 1)",2
40,9,20,Random,Solved,1,1501,0.134841,2500,"(3, 1)","(1, 1)",2
41,9,20,No_reverse,Solved,1,1901,0.165197,2500,"(3, 1)","(1, 1)",2
42,9,20,Breadth-first,Unsolved,1,2500,1.082433,2500,"(3, 1)","(1, 1)",2
43,9,20,Depth-first,Solved,1,1530,0.134186,2500,"(3, 1)","(1, 1)",2
44,9,21,Random,Solved,1,125,0.011117,2500,"(3, 1)","(1, 1)",2
45,9,21,No_reverse,Solved,1,94,0.008259,2500,"(3, 1)","(1, 1)",2
46,9,21,Breadth-first,Solved,1,1,0.000708,2500,"(3, 1)","(1, 1)",2
47,9,21,Depth-first,Solved,1,20,0.001743,2500,"(3, 1)","(1, 1)",2
48,9,22,Random,Solved,1,90,0.008837,2500,"(3, 1)","(1, 1)",2
49,9,22,No_reverse,Solved,1,370,0.035602,2500,"(3, 1)","(1, 1)",2
50,9,22,Breadth-first,Unsolved,1,2500,1.508485,2500,"(3, 1)","(1, 1)",2
51,9,22,Depth-first,Solved,1,751,0.075057,2500,"(3, 1)","(1, 1)",2
52,9,23,Random,Solved,1,133,0.011332,2500,"(3, 1)","(1, 1)",2
53,9,23,No_reverse,Solved,1,285,0.026720,2500,"(3, 1)","(1, 1)",2
54,9,23,Breadth-first,Unsolved,1,2500,1.149687,2500,"(3, 1)","(1, 1)",2
55,9,23,Depth-first,Solved,1,165,0.014791,2500,"(3, 1)","(1, 1)",2
56,9,24,Random,Solved,1,203,0.017871,2500,"(3, 1)","(1, 1)",2
57,9,24,No_reverse,Solved,1,428,0.035735,2500,"(3, 1)","(1, 1)",2
58,9,24,Breadth-first,Solved,1,359,0.143911,2500,"(3, 1)","(1, 1)",2
59,9,24,Depth-first,Solved,1,623,0.055455,2500,"(3, 1)","(1, 1)",2
60,9,25,Random,Solved,1,241,0.022812,2500,"(3, 1)","(1, 1)",2
61,9,25,No_reverse,Solved,1,309,0.028902,2500,"(3, 1)","(1, 1)",2
62,9,25,Breadth-first,Solved,1,1,0.000781,2500,"(3, 1)","(1, 1)",2
63,9,25,Depth-first,Solved,1,57,0.005408,2500,"(3, 1)","(1, 1)",2
64,9,26,Random,Solved,1,347,0.033935,2500,"(3, 1)","(1, 1)",2
65,9,26,No_reverse,Solved,1,341,0.033263,2500,"(3, 1)","(1, 1)",2
66,9,26,Breadth-first,Unsolved,1,2500,1.337194,2500,"(3, 1)","(1, 1)",2
67,9,26,Depth-first,Solved,1,177,0.017140,2500,"(3, 1)","(1, 1)",2
68,9,27,Random,Solved,1,20,0.001893,2500,"(3, 1)","(1, 1)",2
69,9,27,No_reverse,Solved,1,32,0.003082,2500,"(3, 1)","(1, 1)",2
70,9,27,Breadth-first,Solved,1,523,0.253726,2500,"(3, 1)","(1, 1)",2
71,9,27,Depth-first,Solved,1,19,0.002026,2500,"(3, 1)","(1, 1)",2
72,9,28,Random,Solved,1,87,0.008918,2500,"(3, 1)","(1, 1)",2
73,9,28,No_reverse,Unsolved,1,2500,0.243439,2500,"(3, 1)","(1, 1)",2
74,9,28,Breadth-first,Unsolved,1,2500,1.355705,2500,"(3, 1)","(1, 1)",2
75,9,28,Depth-first,Solved,1,32,0.003298,2500,"(3, 1)","(1, 1)",2
76,9,29,Random,Solved,1,1070,0.113017,2500,"(3, 1)","(1, 1)",2
77,9,29,No_reverse,Solved,1,207,0.022286,2500,"(3, 1)","(1, 1)",2
78,9,29,Breadth-first,Unsolved,1,2500,1.449763,2500,"(3, 1)","(1, 1)",2
79,9,29,Depth-first,Solved,1,1618,0.173114,2500,"(3, 1)","(1, 1)",2
80,9,20,Random,Solved,1,1097,0.105016,2500,"(3, 1)","(1, 1)",2
81,9,20,No_reverse,Solved,1,813,0.079119,2500,"(3, 1)","(1, 1)",2
82,9,20,Breadth-first,Unsolved,1,2500,1.127170,2500,"(3, 1)","(1, 1)",2
83,9,20,Depth-first,Solved,1,1372,0.132662,2500,"(3, 1)","(1, 1)",2
84,9,21,Random,Solved,1,256,0.021481,2500,"(3, 1)","(1, 1)",2
85,9,21,No_reverse,Solved,1,234,0.021594,2500,"(3, 1)","(1, 1)",2
86,9,21,Breadth-first,Unsolved,1,2500,1.127276,2500,"(3, 1)","(1, 1)",2
87,9,21,Depth-first,Solved,1,1051,0.097560,2500,"(3, 1)","(1, 1)",2
88,9,22,Random,Solved,1,833,0.069814,2500,"(3, 1)","(1, 1)",2
89,9,22,No_reverse,Solved,1,872,0.073215,2500,"(3, 1)","(1, 1)",2
90,9,22,Breadth-first,Unsolved,1,2500,1.119923,2500,"(3, 1)","(1, 1)",2
91,9,22,Depth-first,Solved,1,212,0.018517,2500,"(3, 1)","(1, 1)",2
92,9,23,Random,Solved,1,1054,0.086685,2500,"(3, 1)","(1, 1)",2
93,9,23,No_reverse,Solved,1,227,0.019174,2500,"(3, 1)","(1, 1)",2
94,9,23,Breadth-first,Unsolved,1,2500,1.186333,2500,"(3, 1)","(1, 1)",2
95,9,23,Depth-first,Solved,1,1171,0.098644,2500,"(3, 1)","(1, 1)",2
96,9,24,Random,Solved,1,490,0.049599,2500,"(3, 1)","(1, 1)",2
97,9,24,No_reverse,Solved,1,552,0.058325,2500,"(3, 1)","(1, 1)",2
98,9,24,Breadth-first,Solved,1,632,0.297905,2500,"(3, 1)","(1, 1)",2
99,9,24,Depth-first,Solved,1,783,0.081895,2500,"(3, 1)","(1, 1)",2
100,9,25,Random,Solved,1,4,0.000344,2500,"(3, 1)","(1, 1)",2
101,9,25,No_reverse,Solved,1,1,0.000093,2500,"(3, 1)","(1, 1)",2
102,9,25,Breadth-first,Solved,1,1,0.000761,2500,"(3, 1)","(1, 1)",2
103,9,25,Depth-first,Solved,1,2,0.000183,2500,"(3, 1)","(1, 1)",2
104,9,26,Random,Solved,1,676,0.063986,2500,"(3, 1)","(1, 1)",2
105,9,26,No_reverse,Solved,1,502,0.047190,2500,"(3, 1)","(1, 1)",2
106,9,26,Breadth-first,Solved,1,1812,0.920371,2500,"(3, 1)","(1, 1)",2
107,9,26,Depth-first,Solved,1,526,0.049254,2500,"(3, 1)","(1, 1)",2
108,9,27,Random,Solved,1,135,0.013736,2500,"(3, 1)","(1, 1)",2
109,9,27,No_reverse,Unsolved,1,2500,0.263579,2500,"(3, 1)","(1, 1)",2
110,9,27,Breadth-first,Unsolved,1,2500,1.316082,2500,"(3, 1)","(1, 1)",2
111,9,27,Depth-first,Solved,1,295,0.031893,2500,"(3, 1)","(1, 1)",2
112,9,28,Random,Solved,1,93,0.009471,2500,"(3, 1)","(1, 1)",2
113,9,28,No_reverse,Solved,1,1287,0.125738,2500,"(3, 1)","(1, 1)",2
114,9,28,Breadth-first,Unsolved,1,2500,1.400282,2500,"(3, 1)","(1, 1)",2
115,9,28,Depth-first,Solved,1,287,0.029280,2500,"(3, 1)","(1, 1)",2
116,9,29,Random,Solved,1,2305,0.215665,2500,"(3, 1)","(1, 1)",2
117,9,29,No_reverse,Solved,1,1119,0.104851,2500,"(3, 1)","(1, 1)",2
118,9,29,Breadth-first,Unsolved,1,2500,1.389161,2500,"(3, 1)","(1, 1)",2
119,9,29,Depth-first,Solved,1,1764,0.163391,2500,"(3, 1)","(1, 1)",2
120,9,20,Random,Solved,1,150,0.012404,2500,"(3, 1)","(1, 1)",2
121,9,20,No_reverse,Solved,1,41,0.003333,2500,"(3, 1)","(1, 1)",2
122,9,20,Breadth-first,Solved,1,1,0.000675,2500,"(3, 1)","(1, 1)",2
123,9,20,Depth-first,Solved,1,771,0.064691,2500,"(3, 1)","(1, 1)",2
124,9,21,Random,Solved,1,117,0.010146,2500,"(3, 1)","(1, 1)",2
125,9,21,No_reverse,Solved,1,67,0.006041,2500,"(3, 1)","(1, 1)",2
126,9,21,Breadth-first,Solved,1,849,0.352033,2500,"(3, 1)","(1, 1)",2
127,9,21,Depth-first,Solved,1,663,0.059771,2500,"(3, 1)","(1, 1)",2
128,9,22,Random,Solved,1,180,0.016633,2500,"(3, 1)","(1, 1)",2
129,9,22,No_reverse,Solved,1,568,0.052274,2500,"(3, 1)","(1, 1)",2
130,9,22,Breadth-first,Solved,1,459,0.205579,2500,"(3, 1)","(1, 1)",2
131,9,22,Depth-first,Solved,1,46,0.004133,2500,"(3, 1)","(1, 1)",2
132,9,23,Random,Unsolved,1,2500,0.226045,2500,"(3, 1)","(1, 1)",2
133,9,23,No_reverse,Solved,1,870,0.080062,2500,"(3, 1)","(1, 1)",2
134,9,23,Breadth-first,Unsolved,1,2500,1.162677,2500,"(3, 1)","(1, 1)",2
135,9,23,Depth-first,Unsolved,1,2500,0.225079,2500,"(3, 1)","(1, 1)",2
136,9,24,Random,Solved,1,530,0.041932,2500,"(3, 1)","(1, 1)",2
137,9,24,No_reverse,Solved,1,469,0.036689,2500,"(3, 1)","(1, 1)",2
138,9,24,Breadth-first,Unsolved,1,2500,1.143938,2500,"(3, 1)","(1, 1)",2
139,9,24,Depth-first,Solved,1,379,0.029880,2500,"(3, 1)","(1, 1)",2
140,9,25,Random,Unsolved,1,2500,0.224890,2500,"(3, 1)","(1, 1)",2
141,9,25,No_reverse,Unsolved,1,2500,0.227145,2500,"(3, 1)","(1, 1)",2
142,9,25,Breadth-first,Unsolved,1,2500,1.254929,2500,"(3, 1)","(1, 1)",2
143,9,25,Depth-first,Unsolved,1,2500,0.226799,2500,"(3, 1)","(1, 1)",2
144,9,26,Random,Solved,1,2180,0.198335,2500,"(3, 1)","(1, 1)",2
145,9,26,No_reverse,Solved,1,282,0.025069,2500,"(3, 1)","(1, 1)",2
146,9,26,Breadth-first,Unsolved,1,2500,1.271952,2500,"(3, 1)","(1, 1)",2
147,9,26,Depth-first,Solved,1,697,0.066158,2500,"(3, 1)","(1, 1)",2
148,9,27,Random,Solved,1,1128,0.110006,2500,"(3, 1)","(1, 1)",2
149,9,27,No_reverse,Unsolved,1,2500,0.248711,2500,"(3, 1)","(1, 1)",2
150,9,27,Breadth-first,Unsolved,1,2500,1.317054,2500,"(3, 1)","(1, 1)",2
151,9,27,Depth-first,Unsolved,1,2500,0.270829,2500,"(3, 1)","(1, 1)",2
152,9,28,Random,Unsolved,1,2500,0.248708,2500,"(3, 1)","(1, 1)",2
153,9,28,No_reverse,Solved,1,1649,0.165366,2500,"(3, 1)","(1, 1)",2
154,9,28,Breadth-first,Unsolved,1,2500,1.349959,2500,"(3, 1)","(1, 1)",2
155,9,28,Depth-first,Unsolved,1,2500,0.252846,2500,"(3, 1)","(1, 1)",2
156,9,29,Random,Solved,1,722,0.071370,2500,"(3, 1)","(1, 1)",2
157,9,29,No_reverse,Unsolved,1,2500,0.257996,2500,"(3, 1)","(1, 1)",2
158,9,29,Breadth-first,Unsolved,1,2500,1.411880,2500,"(3, 1)","(1, 1)",2
159,9,29,Depth-first,Solved,1,1930,0.194383,2500,"(3, 1)","(1, 1)",2
160,9,20,Random,Solved,1,294,0.026079,2500,"(3, 1)","(1, 1)",2
161,9,20,No_reverse,Solved,1,146,0.013072,2500,"(3, 1)","(1, 1)",2
162,9,20,Breadth-first,Solved,1,1111,0.469936,2500,"(3, 1)","(1, 1)",2
163,9,20,Depth-first,Solved,1,12,0.001253,2500,"(3, 1)","(1, 1)",2
