,size,num_cars,algorithm,solved,lock_limit,moves,time,move_max,car_truck_ratio,HV_ratio,min_exit_distance
0,9,20,Random,Solved,1,119,0.012203,2500,"(3, 1)","(1, 1)",2
1,9,20,No_reverse,Solved,1,44,0.004639,2500,"(3, 1)","(1, 1)",2
2,9,20,Breadth-first,Solved,1,1,0.002508,2500,"(3, 1)","(1, 1)",2
3,9,20,Depth-first,Solved,1,1829,0.179905,2500,"(3, 1)","(1, 1)",2
4,9,21,Random,Solved,1,139,0.012186,2500,"(3, 1)","(1, 1)",2
5,9,21,No_reverse,Unsolved,1,2500,0.247882,2500,"(3, 1)","(1, 1)",2
6,9,21,Breadth-first,Unsolved,1,2500,1.228218,2500,"(3, 1)","(1, 1)",2
7,9,21,Depth-first,Solved,1,438,0.041457,2500,"(3, 1)","(1, 1)",2
8,9,22,Random,Solved,1,239,0.023399,2500,"(3, 1)","(1, 1)",2
9,9,22,No_reverse,Solved,1,597,0.055059,2500,"(3, 1)","(1, 1)",2
10,9,22,Breadth-first,Unsolved,1,2500,1.208330,2500,"(3, 1)","(1, 1)",2
11,9,22,Depth-first,Solved,1,1531,0.145750,2500,"(3, 1)","(1, 1)",2
12,9,23,Random,Solved,1,795,0.081350,2500,"(3, 1)","(1, 1)",2
13,9,23,No_reverse,Solved,1,810,0.083311,2500,"(3, 1)","(1, 1)",2
14,9,23,Breadth-first,Unsolved,1,2500,1.273587,2500,"(3, 1)","(1, 1)",2
15,9,23,Depth-first,Solved,1,643,0.065738,2500,"(3, 1)","(1, 1)",2
16,9,24,Random,Solved,1,442,0.045822,2500,"(3, 1)","(1, 1)",2
17,9,24,No_reverse,Solved,1,626,0.062272,2500,"(3, 1)","(1, 1)",2
18,9,24,Breadth-first,Unsolved,1,2500,1.320492,2500,"(3, 1)","(1, 1)",2
19,9,24,Depth-first,Solved,1,389,0.039940,2500,"(3, 1)","(1, 1)",2
20,9,25,Random,Solved,1,1792,0.174726,2500,"(3, 1)","(1, 1)",2
21,9,25,No_reverse,Solved,1,1506,0.144123,2500,"(3, 1)","(1, 1)",2
22,9,25,Breadth-first,Unsolved,1,2500,1.398563,2500,"(3, 1)","(1, 1)",2
23,9,25,Depth-first,Solved,1,1069,0.106858,2500,"(3, 1)","(1, 1)",2
24,9,26,Random,Solved,1,2135,0.224060,2500,"(3, 1)","(1, 1)",2
25,9,26,No_reverse,Solved,1,610,0.064743,2500,"(3, 1)","(1, 1)",2
26,9,26,Breadth-first,Unsolved,1,2500,1.428365,2500,"(3, 1)","(1, 1)",2
27,9,26,Depth-first,Solved,1,1998,0.208299,2500,"(3, 1)","(1, 1)",2
28,9,27,Random,Unsolved,1,2500,0.244489,2500,"(3, 1)","(1, 1)",2
29,9,27,No_reverse,Unsolved,1,2500,0.248413,2500,"(3, 1)","(1, 1)",2
30,9,27,Breadth-first,Unsolved,1,2500,1.446490,2500,"(3, 1)","(1, 1)",2
31,9,27,Depth-first,Unsolved,1,2500,0.248462,2500,"(3, 1)","(1, 1)",2
32,9,28,Random,Solved,1,15,0.001616,2500,"(3, 1)","(1, 1)",2
33,9,28,No_reverse,Solved,1,8,0.000806,2500,"(3, 1)","(1, 1)",2
34,9,28,Breadth-first,Solved,1,1,0.000909,2500,"(3, 1)","(1, 1)",2
35,9,28,Depth-first,Solved,1,58,0.005464,2500,"(3, 1)","(1, 1)",2
36,9,29,Random,Solved,1,1960,0.227290,2500,"(3, 1)","(1, 1)",2
37,9,29,No_reverse,Solved,1,1089,0.120959,2500,"(3, 1)","(1, 1)",2
38,9,29,Breadth-first,Unsolved,1,2500,1.515449,2500,"(3, 1)","(1, 1)",2
39,9,29,Depth-first,Solved,1,224,0.025446,2500,"(3, 1)","(1, 1)",2
40,9,20,Random,Solved,1,228,0.020843,2500,"(3, 1)","(1, 1)",2
41,9,20,No_reverse,Solved,1,14,0.001382,2500,"(3, 1)","(1, 1)",2
42,9,20,Breadth-first,Solved,1,1,0.000743,2500,"(3, 1)","(1, 1)",2
43,9,20,Depth-first,Solved,1,12,0.001110,2500,"(3, 1)","(1, 1)",2
44,9,21,Random,Solved,1,1275,0.131572,2500,"(3, 1)","(1, 1)",2
45,9,21,No_reverse,Solved,1,2052,0.209134,2500,"(3, 1)","(1, 1)",2
46,9,21,Breadth-first,Unsolved,1,2500,1.232952,2500,"(3, 1)","(1, 1)",2
47,9,21,Depth-first,Unsolved,1,2500,0.263455,2500,"(3, 1)","(1, 1)",2
48,9,22,Random,Solved,1,132,0.013767,2500,"(3, 1)","(1, 1)",2
49,9,22,No_reverse,Solved,1,709,0.070635,2500,"(3, 1)","(1, 1)",2
50,9,22,Breadth-first,Unsolved,1,2500,1.252568,2500,"(3, 1)","(1, 1)",2
51,9,22,Depth-first,Solved,1,72,0.007066,2500,"(3, 1)","(1, 1)",2
52,9,23,Random,Unsolved,1,2500,0.245738,2500,"(3, 1)","(1, 1)",2
53,9,23,No_reverse,Unsolved,1,2500,0.248791,2500,"(3, 1)","(1, 1)",2
54,9,23,Breadth-first,Unsolved,1,2500,1.374873,2500,"(3, 1)","(1, 1)",2
55,9,23,Depth-first,Solved,1,1774,0.175060,2500,"(3, 1)","(1, 1)",2
56,9,24,Random,Unsolved,1,2500,0.240736,2500,"(3, 1)","(1, 1)",2
57,9,24,No_reverse,Solved,1,1651,0.154711,2500,"(3, 1)","(1, 1)",2
58,9,24,Breadth-first,Unsolved,1,2500,1.283618,2500,"(3, 1)","(1, 1)",2
59,9,24,Depth-first,Solved,1,1593,0.145795,2500,"(3, 1)","(1, 1)",2
60,9,25,Random,Solved,1,23,0.002408,2500,"(3, 1)","(1, 1)",2
61,9,25,No_reverse,Solved,1,568,0.056127,2500,"(3, 1)","(1, 1)",2
62,9,25,Breadth-first,Solved,1,655,0.339022,2500,"(3, 1)","(1, 1)",2
63,9,25,Depth-first,Solved,1,161,0.016126,2500,"(3, 1)","(1, 1)",2
64,9,26,Random,Solved,1,2233,0.223475,2500,"(3, 1)","(1, 1)",2
65,9,26,No_reverse,Unsolved,1,2500,0.248109,2500,"(3, 1)","(1, 1)",2
66,9,26,Breadth-first,Unsolved,1,2500,1.402933,2500,"(3, 1)","(1, 1)",2
67,9,26,Depth-first,Unsolved,1,2500,0.263906,2500,"(3, 1)","(1, 1)",2
68,9,27,Random,Solved,1,842,0.097253,2500,"(3, 1)","(1, 1)",2
69,9,27,No_reverse,Solved,1,1830,0.190872,2500,"(3, 1)","(1, 1)",2
70,9,27,Breadth-first,Unsolved,1,2500,1.440093,2500,"(3, 1)","(1, 1)",2
71,9,27,Depth-first,Unsolved,1,2500,0.267123,2500,"(3, 1)","(1, 1)",2
72,9,28,Random,Solved,1,306,0.033637,2500,"(3, 1)","(1, 1)",2
73,9,28,No_reverse,Solved,1,2319,0.254915,2500,"(3, 1)","(1, 1)",2
74,9,28,Breadth-first,Unsolved,1,2500,1.471530,2500,"(3, 1)","(1, 1)",2
75,9,28,Depth-first,Unsolved,1,2500,0.259641,2500,"(3, 1)","(1, 1)",2
76,9,29,Random,Unsolved,1,2500,0.235442,2500,"(3, 1)","(1, 1)",2
77,9,29,No_reverse,Unsolved,1,2500,0.240627,2500,"(3, 1)","(1, 1)",2
78,9,29,Breadth-first,Unsolved,1,2500,1.915684,2500,"(3, 1)","(1, 1)",2
79,9,29,Depth-first,Unsolved,1,2500,0.291968,2500,"(3, 1)","(1, 1)",2
80,9,20,Random,Solved,1,37,0.005811,2500,"(3, 1)","(1, 1)",2
81,9,20,No_reverse,Solved,1,281,0.030394,2500,"(3, 1)","(1, 1)",2
82,9,20,Breadth-first,Solved,1,1,0.000782,2500,"(3, 1)","(1, 1)",2
83,9,20,Depth-first,Solved,1,4,0.000437,2500,"(3, 1)","(1, 1)",2
84,9,21,Random,Solved,1,109,0.009632,2500,"(3, 1)","(1, 1)",2
85,9,21,No_reverse,Solved,1,114,0.010498,2500,"(3, 1)","(1, 1)",2
86,9,21,Breadth-first,Solved,1,1,0.000735,2500,"(3, 1)","(1, 1)",2
87,9,21,Depth-first,Solved,1,93,0.008934,2500,"(3, 1)","(1, 1)",2
88,9,22,Random,Unsolved,1,2500,0.241497,2500,"(3, 1)","(1, 1)",2
89,9,22,No_reverse,Solved,1,1194,0.153666,2500,"(3, 1)","(1, 1)",2
90,9,22,Breadth-first,Unsolved,1,2500,1.969825,2500,"(3, 1)","(1, 1)",2
91,9,22,Depth-first,Solved,1,941,0.122782,2500,"(3, 1)","(1, 1)",2
92,9,23,Random,Solved,1,282,0.036788,2500,"(3, 1)","(1, 1)",2
93,9,23,No_reverse,Solved,1,329,0.060993,2500,"(3, 1)","(1, 1)",2
94,9,23,Breadth-first,Unsolved,1,2500,2.181236,2500,"(3, 1)","(1, 1)",2
95,9,23,Depth-first,Solved,1,198,0.046498,2500,"(3, 1)","(1, 1)",2
96,9,24,Random,Unsolved,1,2500,0.398768,2500,"(3, 1)","(1, 1)",2
97,9,24,No_reverse,Solved,1,623,0.093407,2500,"(3, 1)","(1, 1)",2
98,9,24,Breadth-first,Unsolved,1,2500,2.623348,2500,"(3, 1)","(1, 1)",2
99,9,24,Depth-first,Solved,1,892,0.154787,2500,"(3, 1)","(1, 1)",2
100,9,25,Random,Solved,1,3,0.004225,2500,"(3, 1)","(1, 1)",2
101,9,25,No_reverse,Solved,1,342,0.037771,2500,"(3, 1)","(1, 1)",2
102,9,25,Breadth-first,Solved,1,1,0.000858,2500,"(3, 1)","(1, 1)",2
103,9,25,Depth-first,Solved,1,493,0.099579,2500,"(3, 1)","(1, 1)",2
104,9,26,Random,Solved,1,1668,0.248558,2500,"(3, 1)","(1, 1)",2
105,9,26,No_reverse,Solved,1,1277,0.174367,2500,"(3, 1)","(1, 1)",2
106,9,26,Breadth-first,Unsolved,1,2500,2.929042,2500,"(3, 1)","(1, 1)",2
107,9,26,Depth-first,Unsolved,1,2500,0.407953,2500,"(3, 1)","(1, 1)",2
108,9,27,Random,Solved,1,1684,0.295594,2500,"(3, 1)","(1, 1)",2
109,9,27,No_reverse,Solved,1,525,0.132620,2500,"(3, 1)","(1, 1)",2
110,9,27,Breadth-first,Unsolved,1,2500,2.550832,2500,"(3, 1)","(1, 1)",2
111,9,27,Depth-first,Solved,1,334,0.048898,2500,"(3, 1)","(1, 1)",2
112,9,28,Random,Solved,1,156,0.043613,2500,"(3, 1)","(1, 1)",2
113,9,28,No_reverse,Solved,1,18,0.001868,2500,"(3, 1)","(1, 1)",2
114,9,28,Breadth-first,Unsolved,1,2500,2.667372,2500,"(3, 1)","(1, 1)",2
115,9,28,Depth-first,Solved,1,113,0.011472,2500,"(3, 1)","(1, 1)",2
116,9,29,Random,Unsolved,1,2500,0.439542,2500,"(3, 1)","(1, 1)",2
117,9,29,No_reverse,Unsolved,1,2500,0.434185,2500,"(3, 1)","(1, 1)",2
118,9,29,Breadth-first,Unsolved,1,2500,3.129730,2500,"(3, 1)","(1, 1)",2
119,9,29,Depth-first,Unsolved,1,2500,0.468636,2500,"(3, 1)","(1, 1)",2
120,9,20,Random,Solved,1,1213,0.192216,2500,"(3, 1)","(1, 1)",2
121,9,20,No_reverse,Solved,1,10,0.001011,2500,"(3, 1)","(1, 1)",2
122,9,20,Breadth-first,Solved,1,1,0.000758,2500,"(3, 1)","(1, 1)",2
123,9,20,Depth-first,Solved,1,5,0.000496,2500,"(3, 1)","(1, 1)",2
124,9,21,Random,Solved,1,54,0.008923,2500,"(3, 1)","(1, 1)",2
125,9,21,No_reverse,Solved,1,595,0.075948,2500,"(3, 1)","(1, 1)",2
126,9,21,Breadth-first,Unsolved,1,2500,2.244232,2500,"(3, 1)","(1, 1)",2
127,9,21,Depth-first,Solved,1,1399,0.171641,2500,"(3, 1)","(1, 1)",2
128,9,22,Random,Solved,1,59,0.005848,2500,"(3, 1)","(1, 1)",2
129,9,22,No_reverse,Solved,1,407,0.071004,2500,"(3, 1)","(1, 1)",2
130,9,22,Breadth-first,Unsolved,1,2500,2.413457,2500,"(3, 1)","(1, 1)",2
131,9,22,Depth-first,Solved,1,826,0.140081,2500,"(3, 1)","(1, 1)",2
132,9,23,Random,Solved,1,120,0.016347,2500,"(3, 1)","(1, 1)",2
133,9,23,No_reverse,Solved,1,493,0.095140,2500,"(3, 1)","(1, 1)",2
134,9,23,Breadth-first,Unsolved,1,2500,2.411198,2500,"(3, 1)","(1, 1)",2
135,9,23,Depth-first,Solved,1,24,0.002453,2500,"(3, 1)","(1, 1)",2
136,9,24,Random,Solved,1,538,0.047946,2500,"(3, 1)","(1, 1)",2
137,9,24,No_reverse,Solved,1,282,0.054347,2500,"(3, 1)","(1, 1)",2
138,9,24,Breadth-first,Unsolved,1,2500,2.358523,2500,"(3, 1)","(1, 1)",2
139,9,24,Depth-first,Solved,1,342,0.058901,2500,"(3, 1)","(1, 1)",2
140,9,25,Random,Solved,1,238,0.022645,2500,"(3, 1)","(1, 1)",2
141,9,25,No_reverse,Solved,1,99,0.008879,2500,"(3, 1)","(1, 1)",2
142,9,25,Breadth-first,Solved,1,448,0.383079,2500,"(3, 1)","(1, 1)",2
143,9,25,Depth-first,Solved,1,1597,0.316756,2500,"(3, 1)","(1, 1)",2
144,9,26,Random,Solved,1,1245,0.243100,2500,"(3, 1)","(1, 1)",2
145,9,26,No_reverse,Solved,1,19,0.002065,2500,"(3, 1)","(1, 1)",2
146,9,26,Breadth-first,Unsolved,1,2500,2.693097,2500,"(3, 1)","(1, 1)",2
147,9,26,Depth-first,Solved,1,1944,0.404046,2500,"(3, 1)","(1, 1)",2
148,9,27,Random,Unsolved,1,2500,0.497106,2500,"(3, 1)","(1, 1)",2
149,9,27,No_reverse,Solved,1,1052,0.229734,2500,"(3, 1)","(1, 1)",2
150,9,27,Breadth-first,Unsolved,1,2500,2.738104,2500,"(3, 1)","(1, 1)",2
151,9,27,Depth-first,Solved,1,440,0.048441,2500,"(3, 1)","(1, 1)",2
152,9,28,Random,Unsolved,1,2500,0.456607,2500,"(3, 1)","(1, 1)",2
153,9,28,No_reverse,Unsolved,1,2500,0.423481,2500,"(3, 1)","(1, 1)",2
154,9,28,Breadth-first,Unsolved,1,2500,2.606889,2500,"(3, 1)","(1, 1)",2
155,9,28,Depth-first,Unsolved,1,2500,0.470945,2500,"(3, 1)","(1, 1)",2
156,9,29,Random,Unsolved,1,2500,0.481334,2500,"(3, 1)","(1, 1)",2
157,9,29,No_reverse,Unsolved,1,2500,0.509556,2500,"(3, 1)","(1, 1)",2
158,9,29,Breadth-first,Unsolved,1,2500,2.967345,2500,"(3, 1)","(1, 1)",2
159,9,29,Depth-first,Unsolved,1,2500,0.485957,2500,"(3, 1)","(1, 1)",2
160,9,20,Random,Unsolved,1,2500,0.492324,2500,"(3, 1)","(1, 1)",2
161,9,20,No_reverse,Solved,1,1657,0.255584,2500,"(3, 1)","(1, 1)",2
162,9,20,Breadth-first,Unsolved,1,2500,2.255722,2500,"(3, 1)","(1, 1)",2
163,9,20,Depth-first,Solved,1,1906,0.371546,2500,"(3, 1)","(1, 1)",2
164,9,21,Random,Solved,1,413,0.034201,2500,"(3, 1)","(1, 1)",2
165,9,21,No_reverse,Solved,1,8,0.000731,2500,"(3, 1)","(1, 1)",2
166,9,21,Breadth-first,Solved,1,1,0.000796,2500,"(3, 1)","(1, 1)",2
167,9,21,Depth-first,Solved,1,72,0.025531,2500,"(3, 1)","(1, 1)",2
168,9,22,Random,Solved,1,479,0.085205,2500,"(3, 1)","(1, 1)",2
169,9,22,No_reverse,Solved,1,826,0.157903,2500,"(3, 1)","(1, 1)",2
170,9,22,Breadth-first,Unsolved,1,2500,2.375976,2500,"(3, 1)","(1, 1)",2
171,9,22,Depth-first,Solved,1,37,0.003814,2500,"(3, 1)","(1, 1)",2
172,9,23,Random,Solved,1,1818,0.325740,2500,"(3, 1)","(1, 1)",2
173,9,23,No_reverse,Solved,1,277,0.043891,2500,"(3, 1)","(1, 1)",2
174,9,23,Breadth-first,Unsolved,1,2500,2.496541,2500,"(3, 1)","(1, 1)",2
175,9,23,Depth-first,Solved,1,169,0.019203,2500,"(3, 1)","(1, 1)",2
176,9,24,Random,Solved,1,490,0.070206,2500,"(3, 1)","(1, 1)",2
177,9,24,No_reverse,Solved,1,134,0.029230,2500,"(3, 1)","(1, 1)",2
178,9,24,Breadth-first,Solved,1,211,0.171998,2500,"(3, 1)","(1, 1)",2
179,9,24,Depth-first,Solved,1,190,0.032355,2500,"(3, 1)","(1, 1)",2
180,9,25,Random,Solved,1,511,0.091288,2500,"(3, 1)","(1, 1)",2
181,9,25,No_reverse,Solved,1,628,0.092149,2500,"(3, 1)","(1, 1)",2
182,9,25,Breadth-first,Unsolved,1,2500,2.607283,2500,"(3, 1)","(1, 1)",2
183,9,25,Depth-first,Solved,1,1395,0.241779,2500,"(3, 1)","(1, 1)",2
184,9,26,Random,Solved,1,36,0.027394,2500,"(3, 1)","(1, 1)",2
185,9,26,No_reverse,Solved,1,51,0.010649,2500,"(3, 1)","(1, 1)",2
186,9,26,Breadth-first,Unsolved,1,2500,2.673948,2500,"(3, 1)","(1, 1)",2
187,9,26,Depth-first,Solved,1,71,0.036645,2500,"(3, 1)","(1, 1)",2
188,9,27,Random,Unsolved,1,2500,0.434810,2500,"(3, 1)","(1, 1)",2
189,9,27,No_reverse,Unsolved,1,2500,0.473793,2500,"(3, 1)","(1, 1)",2
190,9,27,Breadth-first,Unsolved,1,2500,2.643658,2500,"(3, 1)","(1, 1)",2
191,9,27,Depth-first,Unsolved,1,2500,0.430099,2500,"(3, 1)","(1, 1)",2
192,9,28,Random,Unsolved,1,2500,0.481899,2500,"(3, 1)","(1, 1)",2
193,9,28,No_reverse,Unsolved,1,2500,0.524788,2500,"(3, 1)","(1, 1)",2
194,9,28,Breadth-first,Unsolved,1,2500,2.745882,2500,"(3, 1)","(1, 1)",2
195,9,28,Depth-first,Unsolved,1,2500,0.475435,2500,"(3, 1)","(1, 1)",2
196,9,29,Random,Solved,1,1365,0.220475,2500,"(3, 1)","(1, 1)",2
197,9,29,No_reverse,Unsolved,1,2500,0.413344,2500,"(3, 1)","(1, 1)",2
198,9,29,Breadth-first,Unsolved,1,2500,2.708908,2500,"(3, 1)","(1, 1)",2
199,9,29,Depth-first,Unsolved,1,2500,0.472295,2500,"(3, 1)","(1, 1)",2
200,9,20,Random,Solved,1,564,0.117677,2500,"(3, 1)","(1, 1)",2
201,9,20,No_reverse,Solved,1,502,0.074996,2500,"(3, 1)","(1, 1)",2
202,9,20,Breadth-first,Unsolved,1,2500,2.224677,2500,"(3, 1)","(1, 1)",2
203,9,20,Depth-first,Solved,1,1648,0.269459,2500,"(3, 1)","(1, 1)",2
204,9,21,Random,Unsolved,1,2500,0.473198,2500,"(3, 1)","(1, 1)",2
205,9,21,No_reverse,Unsolved,1,2500,0.446065,2500,"(3, 1)","(1, 1)",2
206,9,21,Breadth-first,Unsolved,1,2500,2.293203,2500,"(3, 1)","(1, 1)",2
207,9,21,Depth-first,Solved,1,548,0.073133,2500,"(3, 1)","(1, 1)",2
208,9,22,Random,Solved,1,226,0.058532,2500,"(3, 1)","(1, 1)",2
209,9,22,No_reverse,Solved,1,1008,0.173683,2500,"(3, 1)","(1, 1)",2
210,9,22,Breadth-first,Unsolved,1,2500,2.307996,2500,"(3, 1)","(1, 1)",2
211,9,22,Depth-first,Unsolved,1,2500,0.418735,2500,"(3, 1)","(1, 1)",2
212,9,23,Random,Solved,1,2271,0.456158,2500,"(3, 1)","(1, 1)",2
213,9,23,No_reverse,Unsolved,1,2500,0.498395,2500,"(3, 1)","(1, 1)",2
214,9,23,Breadth-first,Unsolved,1,2500,2.424330,2500,"(3, 1)","(1, 1)",2
215,9,23,Depth-first,Unsolved,1,2500,0.443482,2500,"(3, 1)","(1, 1)",2
216,9,24,Random,Solved,1,98,0.033868,2500,"(3, 1)","(1, 1)",2
217,9,24,No_reverse,Solved,1,345,0.109919,2500,"(3, 1)","(1, 1)",2
218,9,24,Breadth-first,Solved,1,562,0.526564,2500,"(3, 1)","(1, 1)",2
219,9,24,Depth-first,Solved,1,193,0.075051,2500,"(3, 1)","(1, 1)",2
220,9,25,Random,Solved,1,26,0.002280,2500,"(3, 1)","(1, 1)",2
221,9,25,No_reverse,Solved,1,640,0.088908,2500,"(3, 1)","(1, 1)",2
222,9,25,Breadth-first,Unsolved,1,2500,2.529346,2500,"(3, 1)","(1, 1)",2
223,9,25,Depth-first,Solved,1,663,0.120398,2500,"(3, 1)","(1, 1)",2
224,9,26,Random,Solved,1,448,0.109245,2500,"(3, 1)","(1, 1)",2
225,9,26,No_reverse,Solved,1,21,0.002177,2500,"(3, 1)","(1, 1)",2
226,9,26,Breadth-first,Solved,1,1,0.000884,2500,"(3, 1)","(1, 1)",2
227,9,26,Depth-first,Solved,1,1387,0.253843,2500,"(3, 1)","(1, 1)",2
228,9,27,Random,Solved,1,514,0.087995,2500,"(3, 1)","(1, 1)",2
229,9,27,No_reverse,Solved,1,9,0.000930,2500,"(3, 1)","(1, 1)",2
230,9,27,Breadth-first,Solved,1,80,0.065315,2500,"(3, 1)","(1, 1)",2
231,9,27,Depth-first,Solved,1,112,0.011446,2500,"(3, 1)","(1, 1)",2
232,9,28,Random,Solved,1,333,0.069459,2500,"(3, 1)","(1, 1)",2
233,9,28,No_reverse,Solved,1,480,0.119332,2500,"(3, 1)","(1, 1)",2
234,9,28,Breadth-first,Unsolved,1,2500,2.773664,2500,"(3, 1)","(1, 1)",2
235,9,28,Depth-first,Unsolved,1,2500,0.509003,2500,"(3, 1)","(1, 1)",2
236,9,29,Random,Unsolved,1,2500,0.483298,2500,"(3, 1)","(1, 1)",2
237,9,29,No_reverse,Unsolved,1,2500,0.379368,2500,"(3, 1)","(1, 1)",2
238,9,29,Breadth-first,Unsolved,1,2500,2.653668,2500,"(3, 1)","(1, 1)",2
239,9,29,Depth-first,Unsolved,1,2500,0.501452,2500,"(3, 1)","(1, 1)",2
240,9,20,Random,Solved,1,494,0.085516,2500,"(3, 1)","(1, 1)",2
241,9,20,No_reverse,Solved,1,103,0.009143,2500,"(3, 1)","(1, 1)",2
242,9,20,Breadth-first,Unsolved,1,2500,2.225732,2500,"(3, 1)","(1, 1)",2
243,9,20,Depth-first,Solved,1,221,0.020971,2500,"(3, 1)","(1, 1)",2
244,9,21,Random,Solved,1,832,0.161964,2500,"(3, 1)","(1, 1)",2
245,9,21,No_reverse,Solved,1,24,0.002304,2500,"(3, 1)","(1, 1)",2
246,9,21,Breadth-first,Unsolved,1,2500,2.275455,2500,"(3, 1)","(1, 1)",2
247,9,21,Depth-first,Solved,1,460,0.104198,2500,"(3, 1)","(1, 1)",2
248,9,22,Random,Unsolved,1,2500,0.416482,2500,"(3, 1)","(1, 1)",2
249,9,22,No_reverse,Solved,1,498,0.108938,2500,"(3, 1)","(1, 1)",2
250,9,22,Breadth-first,Unsolved,1,2500,2.439985,2500,"(3, 1)","(1, 1)",2
251,9,22,Depth-first,Unsolved,1,2500,0.488441,2500,"(3, 1)","(1, 1)",2
252,9,23,Random,Solved,1,2492,0.506428,2500,"(3, 1)","(1, 1)",2
253,9,23,No_reverse,Solved,1,680,0.108932,2500,"(3, 1)","(1, 1)",2
254,9,23,Breadth-first,Solved,1,781,0.750048,2500,"(3, 1)","(1, 1)",2
255,9,23,Depth-first,Solved,1,125,0.014371,2500,"(3, 1)","(1, 1)",2
256,9,24,Random,Unsolved,1,2500,0.413640,2500,"(3, 1)","(1, 1)",2
257,9,24,No_reverse,Solved,1,1282,0.197011,2500,"(3, 1)","(1, 1)",2
258,9,24,Breadth-first,Unsolved,1,2500,2.383481,2500,"(3, 1)","(1, 1)",2
259,9,24,Depth-first,Solved,1,1979,0.350874,2500,"(3, 1)","(1, 1)",2
260,9,25,Random,Solved,1,164,0.034250,2500,"(3, 1)","(1, 1)",2
261,9,25,No_reverse,Unsolved,1,2500,0.439179,2500,"(3, 1)","(1, 1)",2
262,9,25,Breadth-first,Unsolved,1,2500,2.548256,2500,"(3, 1)","(1, 1)",2
263,9,25,Depth-first,Solved,1,2458,0.449021,2500,"(3, 1)","(1, 1)",2
264,9,26,Random,Solved,1,2403,0.363981,2500,"(3, 1)","(1, 1)",2
265,9,26,No_reverse,Solved,1,801,0.136739,2500,"(3, 1)","(1, 1)",2
266,9,26,Breadth-first,Unsolved,1,2500,2.578864,2500,"(3, 1)","(1, 1)",2
267,9,26,Depth-first,Unsolved,1,2500,0.461141,2500,"(3, 1)","(1, 1)",2
268,9,27,Random,Unsolved,1,2500,0.454556,2500,"(3, 1)","(1, 1)",2
269,9,27,No_reverse,Solved,1,769,0.127712,2500,"(3, 1)","(1, 1)",2
270,9,27,Breadth-first,Unsolved,1,2500,2.708525,2500,"(3, 1)","(1, 1)",2
271,9,27,Depth-first,Unsolved,1,2500,0.501097,2500,"(3, 1)","(1, 1)",2
272,9,28,Random,Solved,1,2167,0.485051,2500,"(3, 1)","(1, 1)",2
273,9,28,No_reverse,Solved,1,1340,0.326573,2500,"(3, 1)","(1, 1)",2
274,9,28,Breadth-first,Unsolved,1,2500,2.753850,2500,"(3, 1)","(1, 1)",2
275,9,28,Depth-first,Solved,1,392,0.066366,2500,"(3, 1)","(1, 1)",2
276,9,29,Random,Unsolved,1,2500,0.440646,2500,"(3, 1)","(1, 1)",2
277,9,29,No_reverse,Unsolved,1,2500,0.471517,2500,"(3, 1)","(1, 1)",2
278,9,29,Breadth-first,Unsolved,1,2500,2.769721,2500,"(3, 1)","(1, 1)",2
279,9,29,Depth-first,Unsolved,1,2500,0.439564,2500,"(3, 1)","(1, 1)",2
280,9,20,Random,Solved,1,379,0.074501,2500,"(3, 1)","(1, 1)",2
281,9,20,No_reverse,Solved,1,133,0.011637,2500,"(3, 1)","(1, 1)",2
282,9,20,Breadth-first,Unsolved,1,2500,2.265761,2500,"(3, 1)","(1, 1)",2
