,size,num_cars,algorithm,solved,lock_limit,moves,time,move_max,car_truck_ratio,HV_ratio,min_exit_distance
0,9,20,Random,Unsolved,1,2500,0.237103,2500,"(3, 1)","(1, 2)",2
1,9,20,No_reverse,Unsolved,1,2500,0.245187,2500,"(3, 1)","(1, 2)",2
2,9,20,Breadth-first,Unsolved,1,2500,1.173820,2500,"(3, 1)","(1, 2)",2
3,9,20,Depth-first,Unsolved,1,2500,0.248039,2500,"(3, 1)","(1, 2)",2
4,9,21,Random,Solved,1,19,0.001861,2500,"(3, 1)","(1, 2)",2
5,9,21,No_reverse,Solved,1,183,0.016940,2500,"(3, 1)","(1, 2)",2
6,9,21,Breadth-first,Solved,1,1,0.000808,2500,"(3, 1)","(1, 2)",2
7,9,21,Depth-first,Solved,1,1,0.000116,2500,"(3, 1)","(1, 2)",2
8,9,22,Random,Solved,1,175,0.017504,2500,"(3, 1)","(1, 2)",2
9,9,22,No_reverse,Solved,1,36,0.003883,2500,"(3, 1)","(1, 2)",2
10,9,22,Breadth-first,Unsolved,1,2500,1.268811,2500,"(3, 1)","(1, 2)",2
11,9,22,Depth-first,Solved,1,100,0.010117,2500,"(3, 1)","(1, 2)",2
12,9,23,Random,Solved,1,2180,0.214903,2500,"(3, 1)","(1, 2)",2
13,9,23,No_reverse,Solved,1,1493,0.145451,2500,"(3, 1)","(1, 2)",2
14,9,23,Breadth-first,Unsolved,1,2500,1.300580,2500,"(3, 1)","(1, 2)",2
15,9,23,Depth-first,Solved,1,1599,0.163169,2500,"(3, 1)","(1, 2)",2
16,9,24,Random,Unsolved,1,2500,0.229789,2500,"(3, 1)","(1, 2)",2
17,9,24,No_reverse,Unsolved,1,2500,0.232925,2500,"(3, 1)","(1, 2)",2
18,9,24,Breadth-first,Unsolved,1,2500,1.272541,2500,"(3, 1)","(1, 2)",2
19,9,24,Depth-first,Unsolved,1,2500,0.236054,2500,"(3, 1)","(1, 2)",2
20,9,25,Random,Unsolved,1,2500,0.241670,2500,"(3, 1)","(1, 2)",2
21,9,25,No_reverse,Solved,1,528,0.051514,2500,"(3, 1)","(1, 2)",2
22,9,25,Breadth-first,Unsolved,1,2500,1.361416,2500,"(3, 1)","(1, 2)",2
23,9,25,Depth-first,Unsolved,1,2500,0.247503,2500,"(3, 1)","(1, 2)",2
24,9,26,Random,Solved,1,692,0.061984,2500,"(3, 1)","(1, 2)",2
25,9,26,No_reverse,Solved,1,594,0.053293,2500,"(3, 1)","(1, 2)",2
26,9,26,Breadth-first,Unsolved,1,2500,1.393863,2500,"(3, 1)","(1, 2)",2
27,9,26,Depth-first,Solved,1,1256,0.116760,2500,"(3, 1)","(1, 2)",2
28,9,27,Random,Unsolved,1,2500,0.239772,2500,"(3, 1)","(1, 2)",2
29,9,27,No_reverse,Unsolved,1,2500,0.242307,2500,"(3, 1)","(1, 2)",2
30,9,27,Breadth-first,Unsolved,1,2500,1.421558,2500,"(3, 1)","(1, 2)",2
31,9,27,Depth-first,Unsolved,1,2500,0.248992,2500,"(3, 1)","(1, 2)",2
32,9,28,Random,Unsolved,1,2500,0.208669,2500,"(3, 1)","(1, 2)",2
33,9,28,No_reverse,Unsolved,1,2500,0.210761,2500,"(3, 1)","(1, 2)",2
34,9,28,Breadth-first,Unsolved,1,2500,1.421139,2500,"(3, 1)","(1, 2)",2
35,9,28,Depth-first,Unsolved,1,2500,0.202338,2500,"(3, 1)","(1, 2)",2
36,9,29,Random,Unsolved,1,2500,0.233029,2500,"(3, 1)","(1, 2)",2
37,9,29,No_reverse,Unsolved,1,2500,0.234556,2500,"(3, 1)","(1, 2)",2
38,9,29,Breadth-first,Unsolved,1,2500,1.433436,2500,"(3, 1)","(1, 2)",2
39,9,29,Depth-first,Solved,1,2051,0.201748,2500,"(3, 1)","(1, 2)",2
40,9,20,Random,Solved,1,128,0.011508,2500,"(3, 1)","(1, 2)",2
41,9,20,No_reverse,Solved,1,259,0.022585,2500,"(3, 1)","(1, 2)",2
42,9,20,Breadth-first,Unsolved,1,2500,1.137854,2500,"(3, 1)","(1, 2)",2
43,9,20,Depth-first,Solved,1,555,0.048497,2500,"(3, 1)","(1, 2)",2
44,9,21,Random,Solved,1,9,0.000937,2500,"(3, 1)","(1, 2)",2
45,9,21,No_reverse,Solved,1,708,0.062485,2500,"(3, 1)","(1, 2)",2
46,9,21,Breadth-first,Solved,1,1,0.000833,2500,"(3, 1)","(1, 2)",2
47,9,21,Depth-first,Solved,1,158,0.014156,2500,"(3, 1)","(1, 2)",2
48,9,22,Random,Solved,1,303,0.027281,2500,"(3, 1)","(1, 2)",2
49,9,22,No_reverse,Solved,1,484,0.044146,2500,"(3, 1)","(1, 2)",2
50,9,22,Breadth-first,Unsolved,1,2500,1.235775,2500,"(3, 1)","(1, 2)",2
51,9,22,Depth-first,Solved,1,732,0.066510,2500,"(3, 1)","(1, 2)",2
52,9,23,Random,Solved,1,339,0.036812,2500,"(3, 1)","(1, 2)",2
53,9,23,No_reverse,Solved,1,1841,0.189862,2500,"(3, 1)","(1, 2)",2
54,9,23,Breadth-first,Unsolved,1,2500,1.287288,2500,"(3, 1)","(1, 2)",2
55,9,23,Depth-first,Solved,1,1464,0.156212,2500,"(3, 1)","(1, 2)",2
56,9,24,Random,Solved,1,79,0.006609,2500,"(3, 1)","(1, 2)",2
57,9,24,No_reverse,Solved,1,247,0.022258,2500,"(3, 1)","(1, 2)",2
58,9,24,Breadth-first,Unsolved,1,2500,1.298199,2500,"(3, 1)","(1, 2)",2
59,9,24,Depth-first,Solved,1,39,0.003575,2500,"(3, 1)","(1, 2)",2
60,9,25,Random,Unsolved,1,2500,0.239464,2500,"(3, 1)","(1, 2)",2
61,9,25,No_reverse,Solved,1,2161,0.199868,2500,"(3, 1)","(1, 2)",2
62,9,25,Breadth-first,Unsolved,1,2500,1.397479,2500,"(3, 1)","(1, 2)",2
63,9,25,Depth-first,Unsolved,1,2500,0.240952,2500,"(3, 1)","(1, 2)",2
64,9,26,Random,Unsolved,1,2500,0.254754,2500,"(3, 1)","(1, 2)",2
65,9,26,No_reverse,Unsolved,1,2500,0.247336,2500,"(3, 1)","(1, 2)",2
66,9,26,Breadth-first,Unsolved,1,2500,1.340241,2500,"(3, 1)","(1, 2)",2
67,9,26,Depth-first,Solved,1,713,0.072607,2500,"(3, 1)","(1, 2)",2
68,9,27,Random,Unsolved,1,2500,0.239688,2500,"(3, 1)","(1, 2)",2
69,9,27,No_reverse,Unsolved,1,2500,0.240450,2500,"(3, 1)","(1, 2)",2
70,9,27,Breadth-first,Unsolved,1,2500,1.474675,2500,"(3, 1)","(1, 2)",2
71,9,27,Depth-first,Unsolved,1,2500,0.254502,2500,"(3, 1)","(1, 2)",2
72,9,28,Random,Unsolved,1,2500,0.247386,2500,"(3, 1)","(1, 2)",2
73,9,28,No_reverse,Unsolved,1,2500,0.249318,2500,"(3, 1)","(1, 2)",2
74,9,28,Breadth-first,Unsolved,1,2500,1.455890,2500,"(3, 1)","(1, 2)",2
75,9,28,Depth-first,Unsolved,1,2500,0.248108,2500,"(3, 1)","(1, 2)",2
76,9,29,Random,Solved,1,437,0.045430,2500,"(3, 1)","(1, 2)",2
77,9,29,No_reverse,Solved,1,183,0.018906,2500,"(3, 1)","(1, 2)",2
78,9,29,Breadth-first,Solved,1,1665,0.997469,2500,"(3, 1)","(1, 2)",2
79,9,29,Depth-first,Unsolved,1,2500,0.269433,2500,"(3, 1)","(1, 2)",2
80,9,20,Random,Unsolved,1,2500,0.210641,2500,"(3, 1)","(1, 2)",2
81,9,20,No_reverse,Solved,1,1265,0.102220,2500,"(3, 1)","(1, 2)",2
82,9,20,Breadth-first,Unsolved,1,2500,1.182326,2500,"(3, 1)","(1, 2)",2
83,9,20,Depth-first,Solved,1,1029,0.088706,2500,"(3, 1)","(1, 2)",2
84,9,21,Random,Solved,1,103,0.010322,2500,"(3, 1)","(1, 2)",2
85,9,21,No_reverse,Solved,1,14,0.001446,2500,"(3, 1)","(1, 2)",2
86,9,21,Breadth-first,Solved,1,1,0.000804,2500,"(3, 1)","(1, 2)",2
87,9,21,Depth-first,Solved,1,164,0.016226,2500,"(3, 1)","(1, 2)",2
88,9,22,Random,Solved,1,974,0.078886,2500,"(3, 1)","(1, 2)",2
89,9,22,No_reverse,Solved,1,685,0.056678,2500,"(3, 1)","(1, 2)",2
90,9,22,Breadth-first,Unsolved,1,2500,1.175989,2500,"(3, 1)","(1, 2)",2
91,9,22,Depth-first,Solved,1,518,0.043521,2500,"(3, 1)","(1, 2)",2
92,9,23,Random,Solved,1,80,0.006281,2500,"(3, 1)","(1, 2)",2
93,9,23,No_reverse,Solved,1,146,0.011243,2500,"(3, 1)","(1, 2)",2
